gene_name	gene_id	genome_id	start	stop	strand
K03408	DURH01000020.1_406	DURH01000020.1	388807	389283	-1
K01940	NZ_JAMOHZ010000006.1_170	NZ_JAMOHZ010000006.1	183733	184950	1
K01465	AJXE01000003.1_125	AJXE01000003.1	112074	113117	1
K03581	CAJUGL010000060.1_8	CAJUGL010000060.1	10302	12602	1
K00566	SSMW01000122.1_75	SSMW01000122.1	75942	77129	1
K06313	NZ_CP068595.1_6340	NZ_CP068595.1	6729716	6731074	-1
K02423	NZ_FMBA01000010.1_6	NZ_FMBA01000010.1	2509	2856	-1
K04096	NZ_CP085193.1_3132	NZ_CP085193.1	3946949	3948358	-1
K09808	NZ_LT629705.1_2990	NZ_LT629705.1	3296342	3297592	1
K02413	JAJZWS010000021.1_17	JAJZWS010000021.1	14427	14858	1
K03683	NZ_JACHHU010000005.1_35	NZ_JACHHU010000005.1	49461	50138	-1
K03088	NZ_JXMS01000005.1_17	NZ_JXMS01000005.1	22073	22621	-1
K01939	NZ_CP018835.1_2025	NZ_CP018835.1	2329693	2330994	1
K20976	FMWZ01000018.1_63	FMWZ01000018.1	63574	63924	1
K20978	PAKW01000068.1_9	PAKW01000068.1	6962	7267	-1
K21603	NZ_RCIO01000002.1_658	NZ_RCIO01000002.1	668613	669281	-1
K03733	NZ_CP077800.1_992	NZ_CP077800.1	1083231	1084187	-1
K06949	NZ_CP054301.1_1490	NZ_CP054301.1	1638081	1639115	-1
K09667	LT599022.1_1406	LT599022.1	1545084	1547474	-1
K06886	NZ_NISI01000001.1_726	NZ_NISI01000001.1	815853	816260	-1
K01126	NZ_JADNYP010000013.1_83	NZ_JADNYP010000013.1	88808	89530	1
K02414	JAIUOK010000023.1_39	JAIUOK010000023.1	31331	33184	-1
K02390	PFGG01000004.1_56	PFGG01000004.1	64517	66220	-1
K03667	NZ_MPVN01000001.1_524	NZ_MPVN01000001.1	591498	592892	-1
K00344	NZ_RFFN01000001.1_139	NZ_RFFN01000001.1	135790	136770	-1
K03181	CAJWCF010000044.1_35	CAJWCF010000044.1	35243	35635	1
K03529	DDSA01000087.1_7	DDSA01000087.1	11658	15734	1
K06213	NZ_JYLN01000011.1_5	NZ_JYLN01000011.1	2027	3469	-1
K00945	NZ_JAGKSQ010000002.1_310	NZ_JAGKSQ010000002.1	270840	271502	1
K02529	NZ_FOOG01000048.1_13	NZ_FOOG01000048.1	11944	12945	1
K02913	JAILHH010000027.1_9	JAILHH010000027.1	11701	11850	-1
K03151	JAFOOX010000045.1_46	JAFOOX010000045.1	43620	45071	-1
K12132	JABDDZ010000015.1_30	JABDDZ010000015.1	33693	35294	-1
K07126	ALAO01000265.1_2	ALAO01000265.1	1027	3990	1
K13590	NZ_JABWTA010000001.1_26	NZ_JABWTA010000001.1	38222	39310	1
K21420	NZ_NXLX01000005.1_15	NZ_NXLX01000005.1	18521	19249	1
K00997	OMZR01000071.1_8	OMZR01000071.1	7014	7394	1
K00946	JAADGA010000096.1_6	JAADGA010000096.1	3485	4465	1
K03220	NZ_JABBJN010000022.1_15	NZ_JABBJN010000022.1	9497	10840	1
K04487	NZ_RZNY01000003.1_403	NZ_RZNY01000003.1	408430	409581	-1
K03702	NZ_STGQ01000002.1_22	NZ_STGQ01000002.1	28617	30608	-1
K01873	JAILLZ010000054.1_8	JAILLZ010000054.1	6799	9447	1
K03111	NZ_FNBL01000001.1_165	NZ_FNBL01000001.1	167928	168455	1
K02441	CAJXQI010000012.1_83	CAJXQI010000012.1	94624	95490	1
K15894	JAIFNA010000003.1_162	JAIFNA010000003.1	141965	142957	1
K02621	JADJBS010000020.1_470	JADJBS010000020.1	474294	476654	-1
K13292	JAFLSR010000012.1_36	JAFLSR010000012.1	39234	40220	1
K00995	JAGRAZ010000018.1_7	JAGRAZ010000018.1	5020	5586	1
K07056	WRIU01000003.1_189	WRIU01000003.1	187700	188425	1
K03704	NZ_CP077085.1_1664	NZ_CP077085.1	1884371	1884574	1
K07814	JAHDVK010000001.1_395	JAHDVK010000001.1	408098	409282	1
K09898	NZ_BQHI01000002.1_309	NZ_BQHI01000002.1	318992	319219	-1
K00942	RAYR01000031.1_41	RAYR01000031.1	37983	38576	-1
K03797	CAMAVB010000239.1_9	CAMAVB010000239.1	8558	10579	1
K00278	NZ_AUGE01000006.1_113	NZ_AUGE01000006.1	141556	143157	1
K03530	CACXGY010000003.1_6	CACXGY010000003.1	7401	7673	1
K12573	NZEV01000031.1_19	NZEV01000031.1	18974	21049	-1
K02622	NZ_CP035311.1_1331	NZ_CP035311.1	1489672	1491657	-1
K01662	NZ_AP014724.1_2496	NZ_AP014724.1	2516331	2518169	-1
K14742	JALXPE010000018.1_69	JALXPE010000018.1	57232	57849	1
K03688	JAIPEL010000010.1_20	JAIPEL010000010.1	19016	20662	-1
K06168	NZ_JAKJPO010000007.1_19	NZ_JAKJPO010000007.1	17698	19161	1
K03723	JADJGQ010000002.1_890	JADJGQ010000002.1	1063365	1066796	1
K21087	NZ_CAKKMV010000017.1_83	NZ_CAKKMV010000017.1	78674	79432	1
K04053	NZ_WFKL01000001.1_2768	NZ_WFKL01000001.1	3058322	3058669	1
K15987	JAGLWV010000048.1_11	JAGLWV010000048.1	8357	10333	-1
K03413	CADEED010000099.1_10	CADEED010000099.1	9077	9466	-1
K03412	WGAU01000085.1_11	WGAU01000085.1	10497	11576	-1
K03406	CAINHS010000007.1_28	CAINHS010000007.1	26991	28211	-1
K04061	JAJYKH010000134.1_6	JAJYKH010000134.1	4435	4731	1
K00928	NZ_CP048029.1_1403	NZ_CP048029.1	1400001	1401227	1
K03569	DKGO01000233.1_10	DKGO01000233.1	5245	6246	-1
K02341	NZ_JAGGLT010000017.1_8	NZ_JAGGLT010000017.1	5070	6032	1
K03415	NZ_LAHO01000021.1_46	NZ_LAHO01000021.1	51097	52026	1
K10942	NZ_WBVP01000005.1_155	NZ_WBVP01000005.1	164556	165617	1
K03496	NZ_JABWQX020000001.1_3644	NZ_JABWQX020000001.1	4086419	4087210	-1
K13584	JABBNW010000289.1_4	JABBNW010000289.1	2334	3056	1
K03706	NZ_CP026031.1_708	NZ_CP026031.1	768741	769523	1
K01872	NZ_JACHYJ010000002.1_488	NZ_JACHYJ010000002.1	526258	528900	-1
K00575	VGJW01000015.1_60	VGJW01000015.1	53611	54387	1
K02391	JAGREN010000114.1_12	JAGREN010000114.1	6125	6868	1
K03407	JAKBGL010000014.1_4	JAKBGL010000014.1	2798	5086	-1
K02242	NZ_CP019980.1_3891	NZ_CP019980.1	3985262	3985852	-1
K13587	NZRL01000106.1_15	NZRL01000106.1	9491	12019	1
K02397	NZ_CP022191.1_283	NZ_CP022191.1	302690	303748	-1
K03414	RDXE01000058.1_15	RDXE01000058.1	16611	17327	1
K06204	PEKV01000004.1_298	PEKV01000004.1	302097	302516	-1
K02967	NZ_RHLQ01000001.1_153	NZ_RHLQ01000001.1	152072	152794	1
K03801	NZ_SWKP01000012.1_55	NZ_SWKP01000012.1	37627	38340	-1
K03411	NZ_PDZB01000001.1_197	NZ_PDZB01000001.1	199114	199566	1
K03602	NZ_PJAI02000007.1_107	NZ_PJAI02000007.1	131022	131270	-1
K03408	NZ_BLZR01000001.1_3163	NZ_BLZR01000001.1	3565832	3566233	-1
K01940	NZ_JAGSSV010000015.1_12	NZ_JAGSSV010000015.1	19098	20330	1
K01465	JAIELU010000110.1_5	JAIELU010000110.1	4042	5073	1
K03581	JAFXGR010000066.1_45	JAFXGR010000066.1	60895	63147	-1
K00566	NZ_PEBF01000001.1_3850	NZ_PEBF01000001.1	4157482	4158702	1
K06313	NZ_KB899044.1_281	NZ_KB899044.1	309988	311316	-1
K02423	JAFIGA010000238.1_6	JAFIGA010000238.1	4506	4907	1
K04096	NZ_CP023747.1_4749	NZ_CP023747.1	5356328	5357488	1
K09808	NZ_QKYW01000005.1_359	NZ_QKYW01000005.1	397610	398860	1
K02413	NZ_FRDF01000016.1_45	NZ_FRDF01000016.1	44106	44591	1
K03683	NZ_AHCD03000034.1_93	NZ_AHCD03000034.1	103655	104317	1
K03088	NZ_LFLZ01000075.1_15	NZ_LFLZ01000075.1	11873	12418	1
K01939	PLAE01000127.1_7	PLAE01000127.1	6183	7475	-1
K20976	NZ_CP010892.1_1630	NZ_CP010892.1	1806012	1806356	1
K20978	NZ_JACVAA010000003.1_544	NZ_JACVAA010000003.1	599433	599738	-1
K21603	LADQ01000112.1_3	LADQ01000112.1	1353	2024	1
K03733	NZ_JACYFR010000006.1_58	NZ_JACYFR010000006.1	64149	65078	1
K06949	NZ_MUIO01000004.1_7	NZ_MUIO01000004.1	7024	8055	-1
K09667	NZ_QPGB01000002.1_216	NZ_QPGB01000002.1	230670	233204	1
K06886	JAEKKH010000081.1_7	JAEKKH010000081.1	5101	5538	1
K01126	NZ_KB908111.1_63	NZ_KB908111.1	58122	58874	1
K02414	JAFUXN010000139.1_2	JAFUXN010000139.1	1270	5043	-1
K02390	JABMDH010000036.1_14	JABMDH010000036.1	15055	15864	1
K03667	JAFGJV010000058.1_43	JAFGJV010000058.1	40871	42244	-1
K00344	NZ_VUAZ01000134.1_33	NZ_VUAZ01000134.1	34101	35078	-1
K03181	NZ_QRHC01000019.1_14	NZ_QRHC01000019.1	15561	16103	-1
K03529	NZ_CP042912.1_1426	NZ_CP042912.1	1864782	1868417	-1
K06213	JACKLZ010000003.1_72	JACKLZ010000003.1	95968	97599	1
K00945	NZ_QKZI01000001.1_818	NZ_QKZI01000001.1	829152	829832	-1
K02529	NZ_ML769314.1_63	NZ_ML769314.1	70641	71666	1
K02913	CALUSN010000002.1_34	CALUSN010000002.1	38660	38827	1
K03151	NZ_JAKRGA010000002.1_413	NZ_JAKRGA010000002.1	437912	439366	-1
K12132	NZ_CP036269.1_140	NZ_CP036269.1	166412	169372	-1
K07126	NZ_WNWM01000002.1_3023	NZ_WNWM01000002.1	3631893	3633512	1
K13590	JAGVFD010000151.1_2	JAGVFD010000151.1	665	2437	1
K21420	CAIYCT010000328.1_1	CAIYCT010000328.1	90	815	-1
K00997	NZ_CP007201.1_1109	NZ_CP007201.1	1092338	1092712	-1
K00946	JAEXAH010000029.1_37	JAEXAH010000029.1	34846	35856	-1
K03220	NZ_JHYO01000019.1_51	NZ_JHYO01000019.1	46122	47639	1
K04487	NZ_JAAAMV010000001.1_596	NZ_JAAAMV010000001.1	620260	621429	-1
K03702	JALQUR010000179.1_14	JALQUR010000179.1	17142	19214	-1
K01873	JAGAPK010000040.1_28	JAGAPK010000040.1	31322	34036	1
K03111	DRQN01000189.1_8	DRQN01000189.1	10084	10569	1
K02441	NZ_PJCF01000006.1_269	NZ_PJCF01000006.1	276357	277217	1
K15894	DS990592.1_2611	DS990592.1	3230930	3231931	1
K02621	NZ_WBJR01000006.1_98	NZ_WBJR01000006.1	92709	94940	1
K13292	JAFVDR010000352.1_3	JAFVDR010000352.1	2486	3481	1
K00995	SKJK01000115.1_6	SKJK01000115.1	2559	3131	1
K07056	JAEESZ010000003.1_99	JAEESZ010000003.1	124211	124918	1
K03704	LFSI01000088.1_29	LFSI01000088.1	28653	28853	-1
K07814	NZ_PPXY01000040.1_19	NZ_PPXY01000040.1	15401	17044	1
K09898	NZ_CP019431.1_4007	NZ_CP019431.1	4543835	4544062	1
K00942	JAEEKN010000180.1_6	JAEEKN010000180.1	4194	4769	-1
K03797	FXAI01000003.1_212	FXAI01000003.1	238586	239914	1
K00278	CADEER010000016.1_24	CADEER010000016.1	29277	30935	-1
K03530	CACZPB010000102.1_3	CACZPB010000102.1	1572	1850	-1
K12573	NZ_NGNS01000016.1_40	NZ_NGNS01000016.1	41544	43997	-1
K02622	JAAFJF010000013.1_6	JAAFJF010000013.1	5318	7297	1
K01662	NZ_NFOE01000036.1_22	NZ_NFOE01000036.1	21318	23147	-1
K14742	NZ_CP030082.1_3875	NZ_CP030082.1	4012303	4013007	1
K03688	PHEC01000090.1_8	PHEC01000090.1	6863	8392	1
K06168	NZ_FZMZ01000005.1_372	NZ_FZMZ01000005.1	376903	378471	1
K03723	SPDA01000008.1_15	SPDA01000008.1	11533	14934	1
K21087	NZ_RJVI01000001.1_799	NZ_RJVI01000001.1	820831	821550	-1
K04053	JAKSPB010000045.1_24	JAKSPB010000045.1	19870	20262	1
K15987	DFRF01000005.1_27	DFRF01000005.1	18055	20145	-1
K03413	JAGHUF010000031.1_26	JAGHUF010000031.1	25373	25735	-1
K03412	LADN01000089.1_19	LADN01000089.1	16152	17243	-1
K03406	CAISLN010000075.1_9	CAISLN010000075.1	10174	12156	1
K04061	JADLGU010000329.1_11	JADLGU010000329.1	11945	12232	1
K00928	NZ_MOBM01000039.1_516	NZ_MOBM01000039.1	560339	561580	-1
K03569	NZ_BORO01000042.1_13	NZ_BORO01000042.1	14116	15120	1
K02341	JAEYWA010000127.1_30	JAEYWA010000127.1	40575	41543	1
K03415	NZ_PCQD01000007.1_152	NZ_PCQD01000007.1	157974	158915	1
K10942	BAEM01000042.1_127	BAEM01000042.1	139520	140707	-1
K03496	NZ_FOYW01000001.1_893	NZ_FOYW01000001.1	994670	995458	-1
K13584	LXYH01000045.1_235	LXYH01000045.1	237480	238268	1
K03706	NZ_BJVD01000001.1_769	NZ_BJVD01000001.1	750770	751549	-1
K01872	JAACFM010000105.1_8	JAACFM010000105.1	6910	9507	1
K00575	NZ_AZRW02000028.1_8	NZ_AZRW02000028.1	9543	10370	-1
K02391	NZ_WTYO01000006.1_62	NZ_WTYO01000006.1	62485	63225	1
K03407	JAGYMO010000214.1_5	JAGYMO010000214.1	5282	7537	1
K02242	NZ_JTFC01000031.1_633	NZ_JTFC01000031.1	642362	642961	-1
K13587	JAFKFX010000030.1_41	JAFKFX010000030.1	38946	41450	1
K02397	NZ_MJUX01000003.1_372	NZ_MJUX01000003.1	408439	409476	1
K03414	JAHDEP010000046.1_8	JAHDEP010000046.1	7280	7672	-1
K06204	NZ_BALE01000004.1_71	NZ_BALE01000004.1	82642	83055	1
K02967	NZ_JAKRMS010000077.1_17	NZ_JAKRMS010000077.1	17623	18576	-1
K03801	JAEUMM010000470.1_3	JAEUMM010000470.1	547	1239	1
K03411	DHNP01000024.1_32	DHNP01000024.1	22071	22556	-1
K03602	LUKI01000116.1_5	LUKI01000116.1	3481	3726	1
K03408	JACPGB010000031.1_45	JACPGB010000031.1	45081	45572	1
K01940	JAIERF010000389.1_24	JAIERF010000389.1	19947	21164	1
K01465	NZ_JAEDAH010000005.1_22	NZ_JAEDAH010000005.1	22337	23374	1
K03581	JAMPBI010000017.1_13	JAMPBI010000017.1	12783	15044	1
K00566	NZ_JABFCZ010000004.1_3	NZ_JABFCZ010000004.1	3241	4413	1
K06313	NZ_JAMBOF010000017.1_95	NZ_JAMBOF010000017.1	87872	89221	-1
K02423	NZ_JOTN01000003.1_284	NZ_JOTN01000003.1	264386	264658	1
K04096	NZ_JOHS01000045.1_41	NZ_JOHS01000045.1	46772	48103	1
K09808	NZ_SMTE01000008.1_111	NZ_SMTE01000008.1	121607	122857	-1
K02413	NZ_FNJL01000018.1_63	NZ_FNJL01000018.1	82866	83381	1
K03683	WGGB01000156.1_9	WGGB01000156.1	10599	11279	1
K03088	NZ_PPPT01000192.1_30	NZ_PPPT01000192.1	28055	28600	-1
K01939	NC_012115.1_1626	NC_012115.1	1569780	1571021	-1
K20976	NZ_ANIE01000003.1_9	NZ_ANIE01000003.1	8186	8533	1
K20978	NZ_UUOC01000025.1_217	NZ_UUOC01000025.1	248992	249294	-1
K21603	NZ_JAHRVA010000005.1_173	NZ_JAHRVA010000005.1	140470	141153	1
K03733	NZ_VNHW01000019.1_49	NZ_VNHW01000019.1	46985	47923	-1
K06949	NZ_UWFA01000064.1_40	NZ_UWFA01000064.1	47037	48068	-1
K09667	NZ_LOKX01000001.1_154	NZ_LOKX01000001.1	159110	161083	-1
K06886	JAFAGT010000049.1_10	JAFAGT010000049.1	6630	7010	-1
K01126	NZ_LR134318.1_3552	NZ_LR134318.1	4023752	4024474	1
K02414	MVQP01000029.1_1	MVQP01000029.1	342	1781	1
K02390	DAZV01000025.1_31	DAZV01000025.1	27108	28178	1
K03667	DUOS01000208.1_4	DUOS01000208.1	2334	3767	1
K00344	NZ_JACOPV010000001.1_134	NZ_JACOPV010000001.1	155728	156705	1
K03181	NZ_QDDL01000002.1_350	NZ_QDDL01000002.1	392264	392851	1
K03529	CP036268.1_4169	CP036268.1	5060831	5064667	-1
K06213	JAEYQX010000164.1_8	JAEYQX010000164.1	5860	7284	1
K00945	NZ_CP036528.1_1598	NZ_CP036528.1	1654397	1655071	1
K02529	NZ_WJNG01000007.1_30	NZ_WJNG01000007.1	30177	31172	1
K02913	CAJTVD010000016.1_5	CAJTVD010000016.1	2252	2401	-1
K03151	NZ_RJLM01000012.1_95	NZ_RJLM01000012.1	103797	105245	1
K12132	JAEUKH010000029.1_131	JAEUKH010000029.1	160522	161727	-1
K07126	NCGJ01000007.1_78	NCGJ01000007.1	87621	88610	-1
K13590	NZ_WKJL01000017.1_7	NZ_WKJL01000017.1	6499	8094	-1
K21420	JAIBAU010000002.1_120	JAIBAU010000002.1	118945	119700	1
K00997	NZ_CP032096.1_723	NZ_CP032096.1	779824	780207	1
K00946	JAFAAW010000079.1_66	JAFAAW010000079.1	66529	67539	-1
K03220	DOIU01000198.1_2	DOIU01000198.1	396	1673	1
K04487	NC_014810.2_1354	NC_014810.2	1354427	1355593	1
K03702	SXXK01000449.1_2	SXXK01000449.1	587	2722	-1
K01873	JAHZFL010000001.1_271	JAHZFL010000001.1	319613	322276	-1
K03111	NZ_UETC01000005.1_40	NZ_UETC01000005.1	40784	41281	-1
K02441	NZ_PNDS01000039.1_16	NZ_PNDS01000039.1	14068	14895	-1
K15894	JAERTJ010000063.1_16	JAERTJ010000063.1	14827	15834	-1
K02621	NZ_CABPRV010000005.1_33	NZ_CABPRV010000005.1	33867	36203	1
K13292	NC_014810.2_938	NC_014810.2	940795	941628	-1
K00995	JANTGB010000249.1_3	JANTGB010000249.1	1734	2309	1
K07056	DGUD01000200.1_2	DGUD01000200.1	3802	4536	1
K03704	NZ_JAHSTT010000004.1_430	NZ_JAHSTT010000004.1	442025	442225	-1
K07814	CAIRCR010000222.1_4	CAIRCR010000222.1	4556	6166	-1
K09898	NZ_PVZN01000017.1_118	NZ_PVZN01000017.1	126379	126606	-1
K00942	SVDN01000002.1_98	SVDN01000002.1	85637	86230	1
K03797	DGTW01000192.1_18	DGTW01000192.1	19339	20823	1
K00278	JADGRG010000472.1_2	JADGRG010000472.1	535	2157	-1
K03530	JAHEHW010000036.1_3	JAHEHW010000036.1	4067	4342	1
K12573	NZ_AEIU01000099.1_63	NZ_AEIU01000099.1	46603	49068	-1
K02622	NZ_CP103852.1_1327	NZ_CP103852.1	1445060	1447045	1
K01662	NZ_AFRZ01000001.1_742	NZ_AFRZ01000001.1	778230	780050	-1
K14742	JABWCO010000002.1_50	JABWCO010000002.1	56357	57061	1
K03688	NZ_KB907982.1_104	NZ_KB907982.1	102397	103926	-1
K06168	JAIUOJ010000006.1_44	JAIUOJ010000006.1	55350	56888	1
K03723	WRMC01000013.1_53	WRMC01000013.1	57392	60802	-1
K21087	JADMJX010000010.1_14	JADMJX010000010.1	10418	11158	-1
K04053	NC_017030.1_6169	NC_017030.1	7742072	7742560	-1
K03413	JALERL010000015.1_2	JALERL010000015.1	177	539	-1
K03412	NZ_CP091430.1_2384	NZ_CP091430.1	2608774	2610021	1
K03406	NZ_CP021768.1_1925	NZ_CP021768.1	2102240	2104489	-1
K04061	CP070673.1_4103	CP070673.1	4472226	4472504	-1
K00928	NZ_JABZEO010000014.1_7	NZ_JABZEO010000014.1	5569	6795	-1
K03569	NZ_MYFO02000011.1_107	NZ_MYFO02000011.1	124107	125108	-1
K02341	NZ_LT985747.1_4234	NZ_LT985747.1	4572654	4573637	-1
K03415	NZ_CP011412.1_1576	NZ_CP011412.1	1727308	1728261	-1
K10942	NZ_JACOPX010000025.1_44	NZ_JACOPX010000025.1	47954	49162	1
K03496	NZ_BMXY01000001.1_211	NZ_BMXY01000001.1	239696	240466	-1
K13584	JACKKT010000003.1_2	JACKKT010000003.1	1104	1811	1
K03706	CAAEHZ010000321.1_4	CAAEHZ010000321.1	1530	2318	-1
K01872	JACDBQ010000883.1_3	JACDBQ010000883.1	1759	4470	1
K00575	CAMCHD010000020.1_21	CAMCHD010000020.1	19735	20565	-1
K02391	CALVAY010000009.1_19	CALVAY010000009.1	17604	18326	-1
K03407	NZ_JANUSB010000015.1_662	NZ_JANUSB010000015.1	727512	729494	1
K02242	CACWJQ010000002.1_67	CACWJQ010000002.1	77724	78467	1
K13587	MAAN01000036.1_32	MAAN01000036.1	30260	32758	-1
K02397	SKOX01000002.1_3	SKOX01000002.1	1469	2479	-1
K03414	NZ_RAHH01000002.1_41	NZ_RAHH01000002.1	44214	44858	1
K06204	JAMLJA010000006.1_165	JAMLJA010000006.1	171755	172192	1
K02967	NZ_KQ465111.1_80	NZ_KQ465111.1	76131	76850	1
K03801	NZ_CP030055.1_3309	NZ_CP030055.1	3504935	3505672	-1
K03411	NZ_WMEW01000004.1_68	NZ_WMEW01000004.1	71503	72033	-1
K03602	NZ_AHCD03000020.1_485	NZ_AHCD03000020.1	559390	559632	-1
K03408	BEIF01000001.1_438	BEIF01000001.1	478489	478998	-1
K01940	CAJUPJ010000011.1_49	CAJUPJ010000011.1	50828	52054	1
K01465	NZ_AP021901.1_1285	NZ_AP021901.1	1462536	1463582	-1
K03581	JAJRZR010000035.1_19	JAJRZR010000035.1	17179	18993	1
K00566	NZ_LT962688.1_1195	NZ_LT962688.1	1259210	1260367	-1
K06313	NZ_CP085876.1_3632	NZ_CP085876.1	4070193	4071560	-1
K02423	JAIUOA010000007.1_12	JAIUOA010000007.1	9730	10092	-1
K04096	NZ_LGUR01000241.1_44	NZ_LGUR01000241.1	41596	42756	-1
K09808	JADGFG010000100.1_8	JADGFG010000100.1	8005	9252	1
K02413	NC_022234.1_627	NC_022234.1	658240	658728	1
K03683	NZ_CH724127.1_287	NZ_CH724127.1	318602	319231	-1
K03088	NZ_JAFCJX010000014.1_114	NZ_JAFCJX010000014.1	110722	111435	1
K01939	LUZZ01000343.1_7	LUZZ01000343.1	6920	8215	1
K20976	NZ_CP034783.1_4600	NZ_CP034783.1	5178055	5178402	-1
K20978	MGWP01000041.1_29	MGWP01000041.1	27336	27650	-1
K21603	JAJFHI010000260.1_2	JAJFHI010000260.1	1440	2117	-1
K03733	NZ_BBRL01000007.1_55	NZ_BBRL01000007.1	56766	57716	1
K06949	NZ_AUNI01000009.1_276	NZ_AUNI01000009.1	288794	289762	1
K09667	WRNU01000182.1_3	WRNU01000182.1	1571	3964	1
K06886	DEQI01000187.1_4	DEQI01000187.1	3796	4197	-1
K01126	NZ_AP021901.1_4075	NZ_AP021901.1	4570553	4571275	1
K02414	NZ_SLXN01000002.1_191	NZ_SLXN01000002.1	188593	191082	1
K02390	DEHY01000041.1_13	DEHY01000041.1	10666	11409	1
K03667	CALXYL010000001.1_177	CALXYL010000001.1	197801	199153	-1
K00344	NZ_JAAMQZ010000003.1_78	NZ_JAAMQZ010000003.1	89885	90865	1
K03181	NZ_PXYH01000010.1_103	NZ_PXYH01000010.1	105895	106470	1
K03529	JAKVBV010000038.1_4	JAKVBV010000038.1	4832	8497	1
K06213	NZ_CP017147.1_4555	NZ_CP017147.1	4987051	4988457	1
K00945	NZ_JACSKZ010000002.1_142	NZ_JACSKZ010000002.1	135042	135716	-1
K02529	NZ_APML01000074.1_13	NZ_APML01000074.1	11056	12060	-1
K02913	DLAF01000058.1_19	DLAF01000058.1	23183	23332	1
K03151	NZ_PIQH01000003.1_141	NZ_PIQH01000003.1	144705	146156	1
K12132	NZ_CP030840.1_3323	NZ_CP030840.1	3819968	3823315	-1
K07126	NZ_CP061287.1_1757	NZ_CP061287.1	1724024	1724707	-1
K13590	JAKBBG010000013.1_4	JAKBBG010000013.1	3912	5636	-1
K21420	JAEUMK010000058.1_47	JAEUMK010000058.1	46271	47014	-1
K00997	NZ_CBOM010000011.1_40	NZ_CBOM010000011.1	36149	36508	1
K00946	NZ_CP041636.1_3274	NZ_CP041636.1	3390889	3391884	1
K03220	JAFTHC010000236.1_3	JAFTHC010000236.1	1847	2986	-1
K04487	NC_017542.1_3533	NC_017542.1	3922166	3923314	-1
K03702	NZ_LN831776.1_6100	NZ_LN831776.1	7235110	7237101	-1
K01873	JAHZFJ010000032.1_13	JAHZFJ010000032.1	17392	20043	1
K03111	NZ_SIJH01000001.1_6	NZ_SIJH01000001.1	4054	4566	1
K02441	NZ_PJBZ01000102.1_6	NZ_PJBZ01000102.1	4140	4973	-1
K15894	NZLV01000230.1_12	NZLV01000230.1	9824	10897	1
K02621	NZ_AUFE01000052.1_6	NZ_AUFE01000052.1	5042	7381	1
K13292	JAEDED010000004.1_49	JAEDED010000004.1	57629	58621	-1
K00995	JAGGAJ010000108.1_1	JAGGAJ010000108.1	3	422	-1
K07056	DIWM01000038.1_115	DIWM01000038.1	121831	122520	-1
K03704	JANLGA010000017.1_10	JANLGA010000017.1	7807	8007	1
K07814	JAIKZO010000113.1_9	JAIKZO010000113.1	7961	9046	1
K09898	NZ_CP075566.1_3576	NZ_CP075566.1	3892549	3892776	1
K00942	CALUTK010000040.1_6	CALUTK010000040.1	4408	4983	-1
K03797	JAHJIQ010000014.1_21	JAHJIQ010000014.1	16867	18351	-1
K00278	CAKKRE010000037.1_65	CAKKRE010000037.1	68619	70295	1
K03530	NZ_LS483488.1_1032	NZ_LS483488.1	1065830	1066114	1
K12573	AP024897.1_3367	AP024897.1	3742431	3744857	-1
K02622	NZ_JMKU01000005.1_64	NZ_JMKU01000005.1	72641	74623	-1
K01662	JABGPX010000220.1_3	JABGPX010000220.1	1926	3857	1
K14742	JAJRRR010000177.1_11	JAJRRR010000177.1	10504	11175	1
K03688	NZ_PVEP01000003.1_230	NZ_PVEP01000003.1	227741	229270	-1
K06168	JAEWZE010000104.1_6	JAEWZE010000104.1	4733	6154	-1
K03723	JAEEVR010000004.1_53	JAEEVR010000004.1	71252	74854	1
K21087	DITX01000005.1_18	DITX01000005.1	17663	18376	1
K04053	NZ_LDWR01000018.1_98	NZ_LDWR01000018.1	105620	106096	1
K03413	CAJUNR010000007.1_104	CAJUNR010000007.1	110986	111345	-1
K03412	NZ_JAMBON010000001.1_386	NZ_JAMBON010000001.1	375916	376971	-1
K03406	NZ_CABVQK010000001.1_413	NZ_CABVQK010000001.1	449048	452095	-1
K04061	CAJUBK010000040.1_13	CAJUBK010000040.1	22449	22802	-1
K00928	NVTH01000117.1_10	NVTH01000117.1	8998	10227	-1
K03569	NZ_MCIB01000025.1_5	NZ_MCIB01000025.1	4002	5021	-1
K02341	JAKJBT010000120.1_6	JAKJBT010000120.1	3114	4118	-1
K03415	NC_008700.1_2360	NC_008700.1	2784994	2785914	-1
K10942	PAJP01000022.1_41	PAJP01000022.1	40285	41475	-1
K03496	NZ_SRZX01000006.1_68	NZ_SRZX01000006.1	71526	72323	1
K13584	JABABQ010000067.1_185	JABABQ010000067.1	200224	200925	-1
K03706	NZ_KK211187.1_1241	NZ_KK211187.1	1276450	1277229	1
K01872	NZ_JAGDFX010000001.1_47	NZ_JAGDFX010000001.1	51878	54499	-1
K00575	NZ_CP087168.1_3807	NZ_CP087168.1	4113129	4113956	-1
K02391	MKVQ01000004.1_15	MKVQ01000004.1	13393	14115	-1
K03407	JAENZX010000002.1_135	JAENZX010000002.1	126638	128725	1
K02242	NZ_JJMW01000025.1_4	NZ_JJMW01000025.1	2887	3555	1
K13587	JAGXAF010000058.1_13	JAGXAF010000058.1	11893	14556	1
K02397	JAEPML010000009.1_105	JAEPML010000009.1	113484	115019	1
